"","CCNA2","CCNB1","BIRC5","TOP2A","PLK1","NDC80","CDCA8","MKI67","CDC6","CENPF","KRT17","RRM2","t","p"
"998",4.836298,6.3657227,5.143843,4.767872,4.836298,4.293515,3.9318416,4.6242623,4.3428593,5.4646325,1.548363,3.5361326,0.231999999999999,"G1"
"999",5.363432,6.5823812,5.67944,3.3447993,5.2504945,4.8571434,4.3155956,5.0843935,0,5.919202,3.003126,4.9581733,0.256,"G1"
"1000",5.0958986,6.0655313,5.168375,4.088737,5.0356565,4.8185554,1.8651898,5.326144,4.555308,5.1605763,3.7028913,5.008684,0.268999999999999,"G1"
"1001",3.6674464,5.841706,5.1967425,4.074874,3.7284176,3.4964554,2.8331628,5.118861,4.467622,5.3063083,4.5091143,3.7284176,0.213,"G1"
"1003",2.691726,6.150053,5.093924,3.7796326,4.1294346,3.9697514,0,4.9745626,3.236995,4.897732,3.8139362,3.9404702,0.253,"G1"
"1004",5.238877,6.331616,5.217788,4.903136,5.38127,5.3061233,4.6114326,5.6587,3.5577261,5.5112033,4.530046,5.451162,0.312,"G1"
"1005",5.3150983,6.7366877,5.505022,5.4997663,5.3087397,5.3087397,5.0141788,5.3824944,1.2748448,6.088078,3.6476178,4.0776777,0.109,"G1"
"1006",4.8949327,6.3907576,5.4005938,4.1875935,4.7311954,4.5952897,3.6868386,5.3539786,3.9406075,5.305084,2.9825718,5.19948,0.226,"G1"
"1007",3.7101538,5.6189203,5.2998185,4.1432076,3.745647,3.4658074,1.6917363,4.702716,3.4658074,3.9916985,3.745647,3.261824,0.316,"G1"
"1008",2.6427774,5.9912324,4.657928,3.825743,4.2298684,3.8077974,1.774031,4.2762666,3.9742222,3.4133697,2.5829718,4.4037924,0.32,"G1"
"1011",3.7542653,5.551265,4.575719,4.4568887,0,1.9941673,0,4.739027,4.6819167,4.739027,1.9941673,4.413919,0.33,"G1"
"1012",5.112958,6.530099,5.65898,4.8585796,4.4901958,4.5506845,4.781747,5.2129235,2.494578,5.3761387,1.7516775,4.6839437,0.228,"G1"
"1015",5.506475,6.6223507,5.050025,5.471375,5.0293975,5.0154057,4.4286995,5.241445,0,5.766906,5.58521,3.7220564,0.121,"G1"
"1016",5.2727647,6.221976,5.2055864,3.9599981,5.2270684,4.547696,3.6836367,5.3840914,4.564327,5.419776,3.3292031,4.955219,0.273,"G1"
"1018",4.6450357,6.476147,5.3292117,4.3495216,4.6854734,4.84621,3.4079194,5.090504,3.8938177,4.9668655,3.635805,4.769068,0.235,"G1"
"1019",3.8444917,6.0139503,4.8898053,3.6359994,5.048542,4.5076766,3.6813207,5.0597696,4.9538736,5.348655,4.8492966,4.7925987,0.284,"G1"
"1021",3.0328348,5.2268877,4.4987197,4.3615384,4.0988007,3.4744575,2.459688,3.7607691,4.577906,3.5715864,4.489521,4.085048,0.337,"G1"
"1022",4.794642,4.7737646,4.8015056,5.833169,3.790605,4.899175,4.0678887,5.610148,4.8929524,5.6282644,3.4328666,5.862003,0.495,"S-ph"
"1023",4.749765,4.617469,4.5762167,5.1641073,3.7832556,4.7673125,4.416748,4.312728,5.0658555,4.51096,3.3175845,5.916916,0.424,"S-ph"
"1024",4.3593273,4.726915,4.4230666,5.0945444,2.945196,4.8245244,3.1300278,4.703866,4.680274,4.17956,4.438386,5.454895,0.524,"S-ph"
"1025",4.253116,4.562161,4.485444,4.8095064,4.00299,4.8546066,3.1627913,4.876416,4.876416,4.6605453,4.3489623,5.0263867,0.491,"S-ph"
"1026",4.683643,5.098929,4.1917515,5.7857985,3.7370558,4.379481,3.6589966,5.2364984,3.876975,4.969011,4.1089935,5.562616,0.522,"S-ph"
"1027",4.8840594,5.0737977,4.8118706,5.169848,3.5700223,4.281321,3.4677854,4.773723,4.7833977,4.7441263,3.5030386,5.122976,0.415,"S-ph"
"1028",4.5739884,5.033192,4.445062,4.562931,3.2802086,3.7257838,3.9944212,4.983338,4.6170344,4.367038,4.1057744,4.5174365,0.478,"S-ph"
"1029",4.2553926,4.9898705,4.855058,5.4241767,4.4353466,4.5639534,4.1332116,5.0657425,5.0874257,4.5270777,4.7303324,5.322137,0.5,"S-ph"
"1030",3.8086994,4.689326,4.8549647,5.1919374,3.0828776,4.0489893,3.7811618,4.5441732,4.070124,4.9285164,1.963449,5.0215545,0.586,"S-ph"
"1031",4.0312634,4.530998,4.274233,4.836682,2.867877,4.8009334,4.519008,4.3340383,4.725357,4.845423,1.4632375,5.1179705,0.429,"S-ph"
"1032",4.6504383,4.9436393,4.9727607,5.1933684,3.115966,4.487275,3.8591833,5.330802,4.769799,4.9257503,4.6892915,5.500195,0.527,"S-ph"
"1033",4.7531724,4.8453007,4.6019173,5.441998,3.542984,4.6613507,4.0598764,4.929653,4.0943727,4.7531724,4.2795634,4.779152,0.53,"S-ph"
"1034",4.2391267,4.1177835,4.4094505,4.865765,2.6302342,4.974167,2.6302342,4.8884063,4.7612605,4.6155615,4.57556,5.375034,0.457999999999999,"S-ph"
"1035",4.4056244,4.595032,4.489785,4.7542143,3.6338723,4.4694,3.8659406,4.5196047,5.2411737,4.238795,2.4670854,5.287669,0.484,"S-ph"
"1036",2.9112525,4.5757422,4.792595,4.7314286,2.7286878,3.422564,3.5179405,4.7754974,4.0470567,4.8010354,2.6595907,4.919772,0.452,"S-ph"
"1037",4.113578,4.5596004,5.06294,4.341107,2.7629142,3.6905854,3.916534,4.5596004,5.3890767,4.267218,1.590628,5.3961873,0.465,"S-ph"
"1038",4.6966205,4.4381256,4.4381256,3.8799977,0,4.377318,3.4719687,4.3615203,4.7733274,4.39287,4.6258373,5.0239353,0.403999999999999,"S-ph"
"1039",4.695725,5.7099547,5.0060244,5.260261,4.4110827,5.360688,4.4414864,5.264653,4.898252,4.8919096,2.0515413,5.077217,0.504,"S-ph"
"1040",4.07378,5.4033666,4.993416,5.237945,4.2589116,4.7498007,3.9280784,4.390674,4.365674,4.80023,2.5614214,5.253693,0.63,"S-ph"
"1041",5.1500764,5.58474,4.4020724,6.326535,4.310481,5.218683,4.541867,5.427378,3.3868995,5.095345,4.8799534,5.565396,0.632,"S-ph"
"1042",4.149727,5.166194,5.1206517,4.987973,2.8096538,4.4787364,3.3880324,5.031357,4.319084,4.933299,2.0151346,5.2783804,0.493,"S-ph"
"1043",4.061952,4.772894,4.8602877,4.8112874,2.8888142,3.9789124,3.7163877,4.1137123,3.8883476,4.8237643,3.9496262,5.0842724,0.4,"S-ph"
"1044",4.512255,5.2422304,5.109454,5.7425966,4.2701764,4.983518,4.5680065,5.413245,4.8290176,5.0012546,3.3474445,5.787637,0.652,"S-ph"
"1045",5.7404413,6.6914372,5.291851,6.3033686,5.630559,5.6984973,5.1292114,5.9362836,3.4003596,5.821921,2.2536073,4.8716397,0.644,"S-ph"
"1046",4.66769,4.417795,4.3831344,4.7922683,3.3091877,4.0678883,4.2972574,4.9237847,4.8000464,4.7360563,1.8944951,5.1441007,0.636,"G2M"
"1047",4.112875,5.1477113,4.4663324,5.363641,4.0426273,4.240102,3.6985922,4.7360954,2.672469,4.4299493,4.283927,4.379283,0.639,"G2M"
"1048",5.0025034,5.430931,5.0690074,5.6451945,4.592749,5.263315,4.592749,5.0025034,3.9969156,5.1513133,5.740914,4.88937,0.609,"G2M"
"1049",5.337613,5.426813,4.93233,5.947212,4.750118,5.2686462,4.834406,5.7385035,3.3577783,5.249422,4.848996,5.6016006,0.556,"G2M"
"1050",5.5300317,6.5805955,5.147625,6.543419,5.201752,5.7841496,5.4814396,5.6335707,1.5234189,5.7351456,3.2156396,4.8595634,0.598,"G2M"
"1051",4.488555,4.866694,4.5941844,5.217224,3.9712737,4.5294847,3.8202596,5.088297,4.401299,5.1109724,3.5398583,5.6985703,0.623,"G2M"
"1052",5.549217,6.196933,4.9123964,5.8531675,4.955258,5.353688,5.0162907,5.6961675,3.426594,5.7575746,2.826024,4.5671496,0.607,"G2M"
"1053",4.885393,5.859476,5.293671,5.6704507,4.9770994,5.355564,4.681951,5.3655176,3.7697341,5.3404465,1.8399252,5.3147306,0.618,"G2M"
"1054",4.907176,5.615174,5.096945,6.09616,4.4401116,5.202311,4.573657,5.7394757,2.573635,5.1967397,3.4748495,5.307677,0.649,"G2M"
"1055",4.5531607,5.4719234,4.7785926,5.142372,4.2906585,4.8787107,4.2317815,5.066366,2.9849946,4.9982934,0,5.3000383,0.601,"G2M"
"1056",5.025315,5.2502313,5.020154,5.549889,3.7683778,4.851477,3.9648414,5.813464,4.0225973,5.113922,4.9992414,5.4405527,0.616,"G2M"
"1057",4.964185,5.604181,4.697008,5.484584,4.3050213,4.541374,3.9388518,5.04369,3.3889847,5.0047274,4.705976,4.823746,0.625,"G2M"
"1058",5.2948284,5.8380747,4.878366,5.848434,4.5132647,5.1188684,4.2453604,5.7900805,3.4458773,5.2395453,5.181026,5.6463995,0.637,"G2M"
"1059",5.6570506,6.696665,5.489654,5.9007893,5.348816,5.2075706,5.196269,5.3871026,3.3572206,5.8309884,2.7969182,3.9374416,0.581,"G2M"
"1060",4.8314385,5.5329633,4.806325,6.0713367,4.8231373,5.623056,4.4781756,5.329067,3.7486503,5.3876305,5.245233,5.9994283,0.555,"G2M"
"1061",4.9637103,4.6720243,5.036867,5.5029583,4.3675637,4.3560166,4.1067066,5.744301,4.931575,4.9700155,4.911786,5.7700458,0.507,"G2M"
"1062",3.6216135,5.0517616,4.0951014,5.3646917,3.482618,3.9025884,4.7022386,4.364992,4.121686,4.499505,4.6019516,4.147582,0.579,"G2M"
"1063",5.3465595,5.8880305,4.8477635,5.742957,4.9322805,5.082499,5.088294,6.1147685,3.195304,5.4442735,3.4331648,4.9589367,0.62,"G2M"
"1064",5.543661,5.647305,5.111675,5.887498,4.312036,5.1758366,3.9626994,5.36674,3.5008533,4.9151664,5.1806054,5.8443446,0.592,"G2M"
"1065",5.3494105,6.3081446,5.185638,6.386736,5.49395,5.550025,5.3269444,5.640342,2.9808187,5.8601127,3.545791,5.630328,0.544,"G2M"
"1066",5.592026,6.833164,5.2413783,6.483994,5.38045,5.789183,5.70245,5.877802,3.2995868,6.1137547,2.341471,4.7612367,0.561,"G2M"
"1067",5.418591,5.9043865,5.128683,5.9597473,4.8112144,5.292538,5.06223,5.469107,2.3206997,5.9043865,1.4676896,5.3376837,0.574,"G2M"
